Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched_appointment_account,match_method,match_score,matched
JUNO0523 - Juno Complete,JUNO0523,,Ancilla College of Marian University,JUN-300,Juno,Juno,0,Illinois,,Missing Contract Status,2024-10-22,2026-10-21,False,,,,,,False
PHPS159 - PediaSIM HPS Patient Simulator,PHPS159,Installed,Mount Sinai Medical Center,FLEX-PHPS,PediaSIM HPS,PediaSIM,0,NY/NJ,Service Contract has expired,Service Contract has expired,2023-06-05,2024-06-04,False,40.7127281,-74.0060152,Mount Sinai Medical Center,exact,100.0,True
JUNO0529 - Juno Complete,JUNO0529,,The University of Alabama - Capstone School of Nursing,JUN-300,Juno,Juno,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-02-27,2026-02-26,True,,,,,,False
JUNO0505 - Juno Complete,JUNO0505,,Washington State Community College,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2019-07-27,2020-07-26,False,,,,,,False
JUNO0545DS - Juno Complete,JUNO0545DS,,University of West Florida,JUN-300,Juno,Juno,0,North Florida,,Missing Contract Status,2025-07-31,2026-11-14,False,30.421309,-87.2169149,University of West Florida,exact,100.0,True
JUNO0525 - Juno Complete,JUNO0525,,WICC West Island Career Centre,JUN-300,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2021-07-27,2022-07-26,False,,,,,,False
JUNO0546DS - Juno Complete,JUNO0546DS,,Kankakee Community College,JUN-300,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2025-11-13,2026-11-12,True,41.1253903,-87.848682,Kankakee Community College,exact,100.0,True
JUNO0526 - Juno Complete,JUNO0526,,Olympic College,JUN-300,Juno,Juno,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-07-22,2026-07-21,True,47.5653663,-122.6246836,Olympic College,exact,100.0,True
JUNO0528 - Juno Complete,JUNO0528,,Olympic College,JUN-300,Juno,Juno,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-07-22,2026-07-21,True,47.5653663,-122.6246836,Olympic College,exact,100.0,True
MFS2186 - Lucina Patient Simulator,MFS2186,Installed,Stockton University School of Health Sciences,FLEX-MFS,Lucina,Lucina,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-07-23,2026-07-22,True,40.3688911,-74.1561383,Stockton University School of Health Sciences,exact,100.0,True
MFS2188 - Lucina Patient Simulator,MFS2188,Installed,Southwestern Oklahoma State University,FLEX-MFS,Lucina,Lucina,0,North Texas,Service Contract has expired,Service Contract has expired,2018-07-22,2019-07-21,False,35.5261633,-98.7075744,Southwestern Oklahoma State University,exact,100.0,True
JUNO1033 - Juno Complete,JUNO1033,,Southeastern Technical Institute,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2020-07-21,2021-07-20,False,,,,,,False
JUNO0531 - Juno Complete,JUNO0531,,Coastal Pines Technical College - Jesup Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,Coastal Pines Technical College - Jesup Campus,exact,100.0,True
JUNO0535DS - Juno Complete,JUNO0535DS,,Albany Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2020-07-20,2021-07-19,False,,,,,,False
JUNO0536DS - Juno Complete,JUNO0536DS,,University of New Hampshire,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2018-07-21,2019-07-20,False,,,,,,False
MFS2187 - Lucina Patient Simulator,MFS2187,Installed,Coastal Pines Technical College - Jesup Campus,FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,Coastal Pines Technical College - Jesup Campus,exact,100.0,True
ATHENA2042 - Athena Patient Simulator,ATHENA2042,Installed,Fort Liberty - Womack Army Medical Center,FLEX-ATH,Athena,Athena,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2021-07-21,2022-07-20,False,,,,,,False
ATHENA2041 - Athena Patient Simulator,ATHENA2041,Installed,Fort Liberty - Womack Army Medical Center,FLEX-ATH,Athena,Athena,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2021-07-21,2022-07-20,False,,,,,,False
APN126DS - Apollo Nursing Patient Simulator,APN126DS,Installed,Coastal Pines Technical College - Jesup Campus,FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,Coastal Pines Technical College - Jesup Campus,exact,100.0,True
APN0135 - Apollo Nursing Patient Simulator,APN0135,Installed,Coastal Pines Technical College - Jesup Campus,FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,Coastal Pines Technical College - Jesup Campus,exact,100.0,True
JUNO0473 - Juno Base,JUNO0473,,John Abbott College,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2018-07-20,2019-07-19,False,,,,,,False
JUNO0474 - Juno Base,JUNO0474,,John Abbott College,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2018-07-20,2019-07-19,False,,,,,,False
JUNO0533DS - Juno Complete,JUNO0533DS,,Pikes Peak State College,JUN-300,Juno,Juno,0,West Plains,No Service Contract,No Service Contract,,,False,38.8339578,-104.825348,Pikes Peak State College,exact,100.0,True
APN0131 - Apollo Nursing Patient Simulator,APN0131,Installed,University of Iowa College of Nursing,FLEX-APN,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-07-13,2026-07-12,True,,,,,,False
JUNO0490 - Juno Live,JUNO0490,,University of Toledo,JUN-200,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-01-31,2025-01-30,False,41.6529143,-83.5378173,University of Toledo,exact,100.0,True
APP0391 - Apollo Pre-Hospital Patient Simulator,APP0391,Installed,CHI St Vincent (FKA St Vincent Health System),FLEX-APH,Apollo Pre-Hospital,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-06-24,2026-03-23,True,34.5038393,-93.0552437,CHI St Vincent (FKA St Vincent Health System),exact,100.0,True
JUNO0522 - Juno Complete,JUNO0522,,Upper Cape Cod Regional Technical School,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-07-11,2026-07-10,True,,,,,,False
JUNO0518 - Juno Complete,JUNO0518,,Huron Regional Medical Center,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2021-07-11,2022-07-10,False,,,,,,False
JUNO0501 - Juno Complete,JUNO0501,,Kaiser Permanente - Los Angeles Medical Center,JUN-300,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2020-07-11,2021-07-10,False,,,,,,False
JUNO0510 - Juno Complete,JUNO0510,,San Juan College,JUN-300,Juno,Juno,0,Southwest,Service Contract has expired,Service Contract has expired,2018-07-09,2019-07-08,False,,,,,,False
JUNO0516DS - Juno Complete,JUNO0516DS,,San Juan College,JUN-300,Juno,Juno,0,Southwest,Service Contract has expired,Service Contract has expired,2018-07-09,2019-07-08,False,,,,,,False
JUNO0509 - Juno Complete,JUNO0509,,Brock University,JUN-300,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2018-07-08,2019-07-07,False,,,,,,False
JUNO0515DS - Juno Complete,JUNO0515DS,,University of Saint Francis Crown Point,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2022-07-08,2023-07-07,False,41.4169806,-87.3653136,University of Saint Francis Crown Point,exact,100.0,True
JUNO0499 - Juno Complete,JUNO0499,,George Washington University- Department of Nursing,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2021-07-07,2022-07-06,False,39.0437192,-77.4874899,George Washington University- Department of Nursing,exact,100.0,True
JUNO0513DS - Juno Complete,JUNO0513DS,,George Washington University- Department of Nursing,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2021-07-07,2022-07-06,False,39.0437192,-77.4874899,George Washington University- Department of Nursing,exact,100.0,True
JUNO0514DS - Juno Complete,JUNO0514DS,,George Washington University- Department of Nursing,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2021-07-07,2022-07-06,False,39.0437192,-77.4874899,George Washington University- Department of Nursing,exact,100.0,True
JUNO0500 - Juno Complete,JUNO0500,,George Washington University- Department of Nursing,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2021-07-07,2022-07-06,False,39.0437192,-77.4874899,George Washington University- Department of Nursing,exact,100.0,True
MFS2181 - Lucina Patient Simulator,MFS2181,Installed,Durham College,FLEX-MFS,Lucina,Lucina,0,Canada,Service Contract has expired,Service Contract has expired,2019-07-07,2020-07-06,False,,,,,,False
JUNO0512DS - Juno Complete,JUNO0512DS,,Front Range Community College - Larimer Campus,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2019-07-04,2020-07-03,False,,,,,,False
JUNO0506 - Juno Complete,JUNO0506,,Delgado Community College - Charity School of Nursing,JUN-300,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-02-23,2023-02-22,False,29.9561422,-90.0733934,Delgado Community College - Charity School of Nursing,exact,100.0,True
JUNO0498 - Juno Complete,JUNO0498,,Front Range Community College - Larimer Campus,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2019-07-04,2020-07-03,False,,,,,,False
JUNO0508 - Juno Complete,JUNO0508,,Delgado Community College - Charity School of Nursing,JUN-300,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-02-23,2023-02-22,False,29.9561422,-90.0733934,Delgado Community College - Charity School of Nursing,exact,100.0,True
JUNO0496 - Juno Complete,JUNO0496,,American National University,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2018-07-01,2019-06-30,False,,,,,,False
JUNO0504 - Juno Complete,JUNO0504,,Wayne County Technology Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2020-06-30,2021-06-29,False,,,,,,False
APP390 - Apollo Pre-Hospital Patient Simulator,APP390,Installed,Maimonides Medical Center,FLEX-APH,Apollo Pre-Hospital,Apollo,1,NY/NJ,Active Service Contract,Active Service Contract,2025-06-24,2026-06-23,True,40.6526006,-73.9497211,Maimonides Medical Center,exact,100.0,True
JUNO0497 - Juno Complete,JUNO0497,,Jacksonville University,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-01-01,2023-12-31,False,,,,,,False
JUNO0494 - Juno Complete,JUNO0494,,Vermont State University- Wilder Campus,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2020-06-18,2021-06-17,False,,,,,,False
JUNO0495 - Juno Complete,JUNO0495,,Vermont State University - Bennington Campus,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2020-06-18,2021-06-17,False,,,,,,False
JUNO0493 - Juno Complete,JUNO0493,,Vermont State University - Williston Campus,JUN-300,Juno,Juno,0,New England,No Service Contract,No Service Contract,,,False,43.6111275,-73.1807089,Vermont State University - Williston Campus,exact,100.0,True
JUNO0295 - Juno Complete,JUNO0295,Obsolete,Vermont State University - Williston Campus,JUN-300,Juno,Juno,0,New England,Service Contract has expired,Service Contract has expired,2020-06-18,2021-06-17,False,43.6111275,-73.1807089,Vermont State University - Williston Campus,exact,100.0,True
MFS2177 - Lucina Patient Simulator,MFS2177,Installed,Vermont State University - Williston Campus,FLEX-MFS,Lucina,Lucina,0,New England,Service Contract has expired,Service Contract has expired,2024-06-18,2025-06-17,False,43.6111275,-73.1807089,Vermont State University - Williston Campus,exact,100.0,True
APN0125DS - Apollo Nursing Patient Simulator,APN0125DS,Installed,Grace College & Seminary,FLEX-APN,Apollo Nursing,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2025-06-18,2026-06-17,True,41.2272668,-85.8219345,Grace College & Seminary,exact,100.0,True
JUNO0369 - Juno Complete,JUNO0369,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,SUNY Farmingdale State College,exact,100.0,True
JUNO0492 - Juno Complete,JUNO0492,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,SUNY Farmingdale State College,exact,100.0,True
JUNO0462 - Juno Complete,JUNO0462,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,SUNY Farmingdale State College,exact,100.0,True
JUNO0463 - Juno Complete,JUNO0463,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,SUNY Farmingdale State College,exact,100.0,True
MFS2170 - Lucina Patient Simulator,MFS2170,Installed,ESPA Montreal,FLEX-MFS,Lucina,Lucina,0,Canada,Service Contract has expired,Service Contract has expired,2024-06-17,2025-06-16,False,,,,,,False
HPS927 - HPS Adult Anesthesia Patient Simulator,HPS927,Installed,VISN 7 Columbia SC Veterans Affairs Medical Center,FLEX-HPS10,HPS Adult,HPS Adult,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2020-03-01,2021-02-28,False,,,,,,False
JUNO0416 - Juno Complete,JUNO0416,,Genesee Community College,JUN-300,Juno,Juno,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2020-06-16,2021-06-15,False,,,,,,False
JUNO0456 - Juno Complete,JUNO0456,,Miami Dade College Medical Campus,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2021-06-10,2022-06-09,False,,,,,,False
JUNO0417 - Juno Complete,JUNO0417,,Miami Dade College Medical Campus,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2021-06-10,2022-06-09,False,,,,,,False
JUNO0455 - Juno Complete,JUNO0455,,Miami Dade College Medical Campus,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2021-06-10,2022-06-09,False,,,,,,False
JUNO0454 - Juno Complete,JUNO0454,,Miami Dade College Medical Campus,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2021-06-10,2022-06-09,False,,,,,,False
JUNO0464 - Juno Complete,JUNO0464,,Fentress County Schools,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2020-06-16,2021-06-15,False,,,,,,False
APP386 - Apollo Pre-Hospital Patient Simulator,APP386,Installed,Fort Bend County EMS,FLEX-APH,Apollo Pre-Hospital,Apollo,1,South Texas,Active Service Contract,Active Service Contract,2025-10-01,2026-09-30,True,,,,,,False
JUNO0439 - Juno Complete,JUNO0439,,Lake Sumter State College- Leesburg Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,,,,False
JUNO0453 - Juno Complete,JUNO0453,,Lake Sumter State College - South Lake Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,,,,False
APN0134 - Apollo Nursing Patient Simulator,APN0134,Installed,MCC Penn Valley Health Science Institute,FLEX-APN,Apollo Nursing,Apollo,0,West Plains,Service Contract has expired,Service Contract has expired,2024-07-25,2025-07-24,False,39.100105,-94.5781416,MCC Penn Valley Health Science Institute,exact,100.0,True
JUNO0440 - Juno Complete,JUNO0440,,Mount San Antonio College,JUN-300,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2024-07-01,2025-06-30,False,34.0203253,-117.8659441,Mount San Antonio College,exact,100.0,True
APP377 - Apollo Pre-Hospital Patient Simulator,APP377,Installed,University of North Texas HSC - Ft. Worth,FLEX-APH,Apollo Pre-Hospital,Apollo,0,North Texas,Service Contract has expired,Service Contract has expired,2020-05-03,2021-05-02,False,,,,,,False
JUNO0471 - Juno Base,JUNO0471,,Southeastern University,JUN-100,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2020-08-18,2021-08-17,False,,,,,,False
JUNO0472 - Juno Base,JUNO0472,,Southeastern University,JUN-100,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2020-08-18,2021-08-17,False,,,,,,False
JUNO0430 - Juno Complete,JUNO0430,,BridgeValley Community and Technical College,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-06-03,2019-06-02,False,38.368429,-81.69957,BridgeValley Community and Technical College,exact,100.0,True
JUNO0461 - Juno Complete,JUNO0461,,Galveston College,JUN-300,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2021-06-02,2022-06-01,False,,,,,,False
JUNO0429 - Juno Complete,JUNO0429,,Galveston College,JUN-300,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2021-06-02,2022-06-01,False,,,,,,False
JUNO0423 - Juno Complete,JUNO0423,,Galveston College,JUN-300,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2021-06-02,2022-06-01,False,,,,,,False
ATHENA0040 - Athena Patient Simulator,ATHENA0040,Installed,University of North Texas HSC - Ft. Worth,FLEX-ATH,Athena,Athena,0,North Texas,Service Contract has expired,Service Contract has expired,2020-05-03,2021-05-02,False,,,,,,False
MFS2173 - Lucina Patient Simulator,MFS2173,Installed,Cuyahoga Community College - Metro Campus,FLEX-MFS,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-07-07,2026-07-06,True,41.4996574,-81.6936772,Cuyahoga Community College - Metro Campus,exact,100.0,True
JUNO0438 - Juno Complete,JUNO0438,,Elms College,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,,,,False
JUNO0467DS - Juno Complete,JUNO0467DS,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,,,,False
JUNO0418 - Juno Complete,JUNO0418,,Pueblo Community College,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2021-05-30,2022-05-29,False,38.3531228,-104.9245331,Pueblo Community College,exact,100.0,True
JUNO0460 - Juno Complete,JUNO0460,,Pueblo Community College,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2021-05-30,2022-05-29,False,38.3531228,-104.9245331,Pueblo Community College,exact,100.0,True
JUNO0466DS - Juno Complete,JUNO0466DS,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,Northwest Florida State College,exact,100.0,True
JUNO0443 - Juno Complete,JUNO0443,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,Northwest Florida State College,exact,100.0,True
JUNO0451 - Juno Complete,JUNO0451,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,Northwest Florida State College,exact,100.0,True
JUNO0465DS - Juno Complete,JUNO0465DS,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,Northwest Florida State College,exact,100.0,True
APP376 - Apollo Pre-Hospital Patient Simulator,APP376,Installed,Augusta University- Athens,FLEX-APH,Apollo Pre-Hospital,Apollo,0,North Florida,Service Contract has expired,Service Contract has expired,2021-02-01,2022-01-31,False,,,,,,False
JUNO0458DS - Juno Complete,JUNO0458DS,Installed,Suncoast Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2024-08-01,2025-07-31,False,,,,,,False
JUNO0468DS - Juno Complete,JUNO0468DS,Installed,Suncoast Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-08-01,2024-07-31,False,,,,,,False
JUNO0459DS - Juno Complete,JUNO0459DS,,Suncoast Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2024-08-01,2025-07-31,False,,,,,,False
JUNO0469DS - Juno Complete,JUNO0469DS,Installed,Suncoast Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2024-08-01,2025-07-31,False,,,,,,False
JUNO0470DS - Juno Complete,JUNO0470DS,Installed,Suncoast Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2024-08-01,2025-07-31,False,,,,,,False
JUNO0421 - Juno Complete,JUNO0421,,St. Lawrence College - Kingston Campus,JUN-300,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-01,2024-03-31,False,,,,,,False
JUNO0427 - Juno Complete,JUNO0427,,SUNY Monroe Community College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-05-27,2026-05-26,True,43.157285,-77.615214,SUNY Monroe Community College,exact,100.0,True
JUNO0428 - Juno Complete,JUNO0428,,SUNY Monroe Community College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-05-27,2026-05-26,True,43.157285,-77.615214,SUNY Monroe Community College,exact,100.0,True
APP369 - Apollo Pre-Hospital Patient Simulator,APP369,Installed,Augusta University- Athens,FLEX-APH,Apollo Pre-Hospital,Apollo,0,North Florida,Service Contract has expired,Service Contract has expired,2021-02-01,2022-01-31,False,,,,,,False
JUNO0299 - Juno Complete,JUNO0299,,SUNY Cayuga Community College,JUN-300,Juno,Juno,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2020-05-24,2021-05-23,False,,,,,,False
JUNO0137 - Juno Complete,JUNO0137,,SUNY Cayuga Community College,JUN-300,Juno,Juno,0,Upstate NY/Western PA,Service Contract has expired,Service Contract has expired,2020-05-24,2021-05-23,False,,,,,,False
JUNO0432 - Juno Complete,JUNO0432,,Pierce College | Puyallup,JUN-300,Juno,Juno,0,Pacific Northwest,Service Contract has expired,Service Contract has expired,2023-05-25,2024-05-24,False,,,,,,False
JUNO0431 - Juno Complete,JUNO0431,,Pierce College | Puyallup,JUN-300,Juno,Juno,0,Pacific Northwest,Service Contract has expired,Service Contract has expired,2023-05-25,2024-05-24,False,,,,,,False
JUNO0442 - Juno Complete,JUNO0442,,Pierce College | Puyallup,JUN-300,Juno,Juno,0,Pacific Northwest,Service Contract has expired,Service Contract has expired,2023-05-25,2024-05-24,False,,,,,,False
JUNO1431DS - Juno Complete,JUNO1431DS,,Pierce College | Puyallup,JUN-300,Juno,Juno,0,Pacific Northwest,Service Contract has expired,Service Contract has expired,2023-05-25,2024-05-24,False,,,,,,False
MFS2172 - Lucina Patient Simulator,MFS2172,Installed,Augusta University- Athens,FLEX-MFS,Lucina,Lucina,0,North Florida,Service Contract has expired,Service Contract has expired,2021-02-01,2022-01-31,False,,,,,,False
MFS2204 - Lucina Patient Simulator,MFS2204,Installed,Kaleida Health,FLEX-MFS,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-05-25,2026-05-24,True,42.8864163,-78.8781493,Kaleida Health,exact,100.0,True
VMDX1842 - Vimedix OB/GYN,VMDX1842,,Oakland Community College,FLEX-VimedixOB,Vimedix,Vimedix,0,Great Lakes,Service Contract has expired,Service Contract has expired,2019-12-29,2020-12-28,False,,,,,,False
JUNO0414 - Juno Live,JUNO0414,,Kellogg Community College,JUN-200,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-08-01,2025-07-31,False,,,,,,False
JUNO0415 - Juno Live,JUNO0415,,Kellogg Community College,JUN-200,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-08-01,2025-07-31,False,,,,,,False
JUNO0419 - Juno Complete,JUNO0419,,Saginaw Career Complex,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2021-05-18,2022-05-17,False,,,,,,False
JUNO0424 - Juno Complete,JUNO0424,,Central Carolina Community College- Sanford Campus,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-05-17,2019-05-16,False,,,,,,False
JUNO0425 - Juno Complete,JUNO0425,,Central Carolina Community College- Sanford Campus,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2018-05-17,2019-05-16,False,,,,,,False
APP371 - Apollo Pre-Hospital Patient Simulator,APP371,Installed,Augusta University,FLEX-APH,Apollo Pre-Hospital,Apollo,0,North Florida,Service Contract has expired,Service Contract has expired,2021-02-01,2022-01-31,False,33.4709714,-81.9748429,Augusta University,exact,100.0,True
APP382 - Apollo Pre-Hospital Patient Simulator,APP382,Installed,KU School of Nursing Salina,FLEX-APH,Apollo Pre-Hospital,Apollo,0,West Plains,Service Contract has expired,Service Contract has expired,2024-05-04,2025-05-03,False,,,,,,False
JUNO0293 - Juno Complete,JUNO0293,,KU School of Nursing Salina,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2024-05-04,2025-05-03,False,,,,,,False
JUNO0294 - Juno Complete,JUNO0294,,KU School of Nursing Salina,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2024-05-04,2025-05-03,False,,,,,,False
JUNO0413 - Juno Complete,JUNO0413,,KU School of Nursing Salina,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2024-05-04,2025-05-03,False,,,,,,False
JUNO0420DS - Juno Complete,JUNO0420DS,,KU School of Nursing Salina,JUN-300,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2024-05-04,2025-05-03,False,,,,,,False
APP357 - Apollo Pre-Hospital Patient Simulator,APP357,Installed,The University of Tampa,FLEX-APH,Apollo Pre-Hospital,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2027-04-30,True,,,,,,False
APP0315 - Apollo Pre-Hospital Patient Simulator,APP0315,,Biloxi Veterans Affairs Medical Center,FLEX-APH,Apollo Pre-Hospital,Apollo,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2020-05-30,2021-05-29,False,,,,,,False
APP0323 - Apollo Pre-Hospital Patient Simulator,APP0323,,Biloxi Veterans Affairs Medical Center,FLEX-APH,Apollo Pre-Hospital,Apollo,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2020-05-30,2021-05-29,False,,,,,,False
JUNO0403DS - Juno Base,JUNO0403DS,,University of Alabama Huntsville,JUN-100,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-01-01,2022-12-31,False,,,,,,False
JUNO0404DS - Juno Base,JUNO0404DS,,University of Alabama Huntsville,JUN-100,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-01-01,2022-12-31,False,,,,,,False
JUNO0405 - Juno Complete,JUNO0405,,Lee College,JUN-300,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2020-05-01,2021-04-30,False,,,,,,False
JUNO0333 - Juno Complete,JUNO0333,,University of Houston College of Nursing,JUN-300,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2020-04-30,2021-04-29,False,,,,,,False
