Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched
JUNO0830DS - Juno Complete,JUNO0830DS,,Lambton College,JUN-300,Juno,Juno,1,Canada,Active Service Contract,Active Service Contract,2025-12-18,2026-12-17,True,,,False
ARES0107 - Ares Complete,ARES0107,,Georgia College & State University,ARES-300,Ares,Ares,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,33.0801429,-83.2320991,True
APP450 - Apollo Pre-Hospital Patient Simulator,APP450,Installed,St. Mary Medical Center Hobart,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2025-08-01,2026-07-31,True,41.5322592,-87.2550353,True
MFS2239 - Lucina Patient Simulator,MFS2239,Installed,Pueblo Community College,FLEX-MFS,Lucina,Lucina,1,West Plains,Active Service Contract,Active Service Contract,2025-12-29,2026-12-28,True,38.3531228,-104.9245331,True
HPS941 - Refurbished HPS Adult Anesthesia Patient Simulator,HPS941,Installed,Nova Southeastern University - Dr. Kiran C. Patel College of Allopathic Med-(Jacksonville),HPS-010R,HPS Adult,HPS Adult,1,North Florida,Active Service Contract,Active Service Contract,2025-10-01,2028-09-30,True,,,False
JUNO0595DS - Juno Complete,JUNO0595DS,,Pinellas Technical College - St. Petersburg Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2024-04-30,2026-04-29,True,,,False
JUNO0684 - Juno Complete,JUNO0684,,Pinellas Technical College - St. Petersburg Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,,,False
APP0441 - Apollo Pre-Hospital Patient Simulator,APP0441,Installed,Lanier Technical College,FLEX-APH,Apollo Pre-Hospital,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,34.8143578,-83.8997046,True
JUNO0680 - Juno Complete,JUNO0680,,Emerald Coast Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,30.7210227,-86.1152184,True
JUNO0681 - Juno Complete,JUNO0681,,Emerald Coast Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,30.7210227,-86.1152184,True
MFS2218 - Lucina Patient Simulator,MFS2218,Installed,Variety Children's Hospital D/B/A Nicklaus Children's Hospital,FLEX-MFS,Lucina,Lucina,1,South Florida,Active Service Contract,Active Service Contract,2025-06-01,2026-05-31,True,,,False
MFS2219 - Lucina Patient Simulator,MFS2219,Installed,Rio Hondo College,FLEX-MFS,Lucina,Lucina,1,Southern California,Active Service Contract,Active Service Contract,2025-12-01,2026-06-30,True,33.9749136,-118.0338664,True
VMDX1896 - Vimedix OB/GYN,VMDX1896,,College of New Caledonia,FLEX-VimedixOB,Vimedix,Vimedix,1,Canada,Active Service Contract,Active Service Contract,2025-04-01,2026-03-31,True,,,False
VMDX1895 - Vimedix OB/GYN,VMDX1895,,Indiana University Health,FLEX-VimedixOB,Vimedix,Vimedix,1,Illinois,Active Service Contract,Active Service Contract,2024-11-18,2026-11-17,True,,,False
APP434 - Apollo Pre-Hospital Patient Simulator,APP434,,University of Toledo,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-01,2027-01-31,True,41.6529143,-83.5378173,True
JUNO0571 - Juno Complete,JUNO0571,,St. Louis Community College - Florissant Valley,JUN-300,Juno,Juno,1,West Plains,Active Service Contract,Active Service Contract,2025-08-31,2026-08-30,True,38.6254063,-90.190009,True
JUNO0647 - Juno Complete,JUNO0647,,Lourdes University,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-04-22,2026-04-21,True,41.7188956,-83.7127729,True
MFS2208 - Lucina Patient Simulator,MFS2208,Installed,Mercy Health Corporation - Rockford,FLEX-MFS,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,42.2713945,-89.093966,True
APN0161DS - Apollo Nursing Patient Simulator,APN0161DS,Installed,Indian River State College - Port St Lucie,FLEX-APN,Apollo Nursing,Apollo,1,South Florida,Active Service Contract,Active Service Contract,2024-12-29,2027-05-14,True,,,False
ARES0230 - Ares Complete,ARES0230,,Southwestern College (CA),ARES-300,Ares,Ares,1,Southern California,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,32.7174202,-117.162772,True
APN156DS - Apollo Nursing Patient Simulator,APN156DS,Installed,St. Olaf College,FLEX-APN,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-12-21,2026-12-20,True,44.45820410000001,-93.161159,True
APP0421 - Apollo Pre-Hospital Patient Simulator,APP0421,Installed,Florida Gulf Coast University,FLEX-APH,Apollo Pre-Hospital,Apollo,1,South Florida,Active Service Contract,Active Service Contract,2025-08-01,2026-07-31,True,,,False
APP0422 - Apollo Pre-Hospital Patient Simulator,APP0422,Installed,Florida Gulf Coast University,FLEX-APH,Apollo Pre-Hospital,Apollo,1,South Florida,Active Service Contract,Active Service Contract,2025-08-01,2026-07-31,True,,,False
VMDX1881 - Vimedix OB/GYN,VMDX1881,Installed,Midwestern University,FLEX-VimedixOB,Vimedix,Vimedix,1,Southwest,Active Service Contract,Active Service Contract,2025-10-21,2026-10-20,True,33.5386858,-112.185994,True
ARES0054 - Ares Complete,ARES0054,,Gateway Technical College - HERO,ARES-300,Ares,Ares,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-15,2026-08-20,True,42.6719206,-88.543494,True
JUNO0611 - Juno Complete,JUNO0611,,Cuyahoga Community College - Western,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2024-10-18,2027-10-17,True,41.3822398,-81.7355692,True
MFS2210 - Lucina Patient Simulator,MFS2210,Installed,SUNY Monroe Community College,FLEX-MFS,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2026-01-01,2026-12-31,True,43.157285,-77.615214,True
JUNO0615 - Juno Complete,JUNO0615,,Penn State University Mont Alto,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2022-10-13,2027-10-12,True,39.8442593,-77.5583232,True
APP407 - Apollo Pre-Hospital Patient Simulator,APP407,Installed,University of the Incarnate Word - School of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,1,South Texas,Active Service Contract,Active Service Contract,2025-10-01,2026-06-30,True,29.4246002,-98.4951405,True
MFS2198 - Lucina Patient Simulator,MFS2198,Installed,Sanford Health (SD Rural Health),FLEX-MFS,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2025-01-01,2027-12-31,True,43.5476008,-96.7293629,True
MFS2262 - Lucina Patient Simulator,MFS2262,Installed,"Monument Health Rapid City Hospital, Inc.",FLEX-MFS,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2024-12-31,2027-12-30,True,44.0806041,-103.228023,True
APN0151DS - Apollo Nursing Patient Simulator,APN0151DS,Installed,Tallahassee State College (fka Tallahassee Community College),FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2023-07-22,2024-07-21,True,,,False
MFS2194 - Lucina Patient Simulator,MFS2194,Installed,The College of St. Scholastica - St. Cloud,FLEX-MFS,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2025-05-02,2026-05-01,True,45.62163189999999,-94.2069365,True
MFS2192 - Lucina Patient Simulator,MFS2192,Installed,Cuyahoga Community College-Westshore,FLEX-MFS,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-07-07,2026-07-06,True,41.4553232,-81.9179174,True
MFS2193 - Lucina Patient Simulator,MFS2193,Installed,Cuyahoga Community College - Eastern,FLEX-MFS,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-07-07,2026-07-06,True,41.448387,-81.51901,True
APN139 - Apollo Nursing Patient Simulator,APN139,Installed,Cégep régional de Lanaudière à Joliette,FLEX-APN,Apollo Nursing,Apollo,1,Canada,Active Service Contract,Active Service Contract,2025-05-29,2026-05-28,True,,,False
APN138 - Apollo Nursing Patient Simulator,APN138,Installed,Cégep régional de Lanaudière à Joliette,FLEX-APN,Apollo Nursing,Apollo,1,Canada,Active Service Contract,Active Service Contract,2025-05-29,2026-05-28,True,,,False
APP401 - Apollo Pre-Hospital Patient Simulator,APP401,Installed,Northwestern College,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-10-01,2026-09-30,True,,,False
APN141DS - Apollo Nursing Patient Simulator,APN141DS,Installed,Galen College of Nursing - Tampa,FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-02-03,2026-02-02,True,39.7405111,-104.830994,True
APN136 - Apollo Nursing Patient Simulator,APN136,Installed,Galen College of Nursing - Tampa,FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-02-03,2026-02-02,True,39.7405111,-104.830994,True
APN137 - Apollo Nursing Patient Simulator,APN137,Installed,Douglas College,FLEX-APN,Apollo Nursing,Apollo,1,Canada,Active Service Contract,Active Service Contract,2025-02-01,2027-01-31,True,,,False
JUNO0576 - Juno Complete,JUNO0576,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,False
APP0392 - Apollo Pre-Hospital Patient Simulator,APP0392,Installed,University of Saint Mary,FLEX-APH,Apollo Pre-Hospital,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,39.3113257,-94.922759,True
JUNO0529 - Juno Complete,JUNO0529,,The University of Alabama - Capstone School of Nursing,JUN-300,Juno,Juno,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-02-27,2026-02-26,True,,,False
JUNO0546DS - Juno Complete,JUNO0546DS,,Kankakee Community College,JUN-300,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2025-11-13,2026-11-12,True,41.1253903,-87.848682,True
JUNO0526 - Juno Complete,JUNO0526,,Olympic College,JUN-300,Juno,Juno,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-07-22,2026-07-21,True,47.5653663,-122.6246836,True
JUNO0528 - Juno Complete,JUNO0528,,Olympic College,JUN-300,Juno,Juno,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-07-22,2026-07-21,True,47.5653663,-122.6246836,True
MFS2186 - Lucina Patient Simulator,MFS2186,Installed,Stockton University School of Health Sciences,FLEX-MFS,Lucina,Lucina,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-07-23,2026-07-22,True,40.3688911,-74.1561383,True
JUNO0531 - Juno Complete,JUNO0531,,Coastal Pines Technical College - Jesup Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,True
MFS2187 - Lucina Patient Simulator,MFS2187,Installed,Coastal Pines Technical College - Jesup Campus,FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,True
APN126DS - Apollo Nursing Patient Simulator,APN126DS,Installed,Coastal Pines Technical College - Jesup Campus,FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,True
APN0135 - Apollo Nursing Patient Simulator,APN0135,Installed,Coastal Pines Technical College - Jesup Campus,FLEX-APN,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-07-21,2026-07-20,True,31.6074365,-81.8853924,True
APN0131 - Apollo Nursing Patient Simulator,APN0131,Installed,University of Iowa College of Nursing,FLEX-APN,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-07-13,2026-07-12,True,,,False
APP0391 - Apollo Pre-Hospital Patient Simulator,APP0391,Installed,CHI St Vincent (FKA St Vincent Health System),FLEX-APH,Apollo Pre-Hospital,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-06-24,2026-03-23,True,34.5038393,-93.0552437,True
JUNO0522 - Juno Complete,JUNO0522,,Upper Cape Cod Regional Technical School,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-07-11,2026-07-10,True,,,False
APP390 - Apollo Pre-Hospital Patient Simulator,APP390,Installed,Maimonides Medical Center,FLEX-APH,Apollo Pre-Hospital,Apollo,1,NY/NJ,Active Service Contract,Active Service Contract,2025-06-24,2026-06-23,True,40.6526006,-73.9497211,True
APN0125DS - Apollo Nursing Patient Simulator,APN0125DS,Installed,Grace College & Seminary,FLEX-APN,Apollo Nursing,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2025-06-18,2026-06-17,True,41.2272668,-85.8219345,True
JUNO0369 - Juno Complete,JUNO0369,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,True
JUNO0492 - Juno Complete,JUNO0492,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,True
JUNO0462 - Juno Complete,JUNO0462,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,True
JUNO0463 - Juno Complete,JUNO0463,,SUNY Farmingdale State College,JUN-300,Juno,Juno,1,NY/NJ,Active Service Contract,Active Service Contract,2025-07-30,2026-07-29,True,40.7328811,-73.4458564,True
APP386 - Apollo Pre-Hospital Patient Simulator,APP386,Installed,Fort Bend County EMS,FLEX-APH,Apollo Pre-Hospital,Apollo,1,South Texas,Active Service Contract,Active Service Contract,2025-10-01,2026-09-30,True,,,False
JUNO0439 - Juno Complete,JUNO0439,,Lake Sumter State College- Leesburg Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,False
JUNO0453 - Juno Complete,JUNO0453,,Lake Sumter State College - South Lake Campus,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,False
MFS2173 - Lucina Patient Simulator,MFS2173,Installed,Cuyahoga Community College - Metro Campus,FLEX-MFS,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-07-07,2026-07-06,True,41.4996574,-81.6936772,True
JUNO0438 - Juno Complete,JUNO0438,,Elms College,JUN-300,Juno,Juno,1,New England,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,False
JUNO0467DS - Juno Complete,JUNO0467DS,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,False
JUNO0466DS - Juno Complete,JUNO0466DS,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,True
JUNO0443 - Juno Complete,JUNO0443,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,True
JUNO0451 - Juno Complete,JUNO0451,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,True
JUNO0465DS - Juno Complete,JUNO0465DS,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,True
JUNO0427 - Juno Complete,JUNO0427,,SUNY Monroe Community College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-05-27,2026-05-26,True,43.157285,-77.615214,True
JUNO0428 - Juno Complete,JUNO0428,,SUNY Monroe Community College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-05-27,2026-05-26,True,43.157285,-77.615214,True
MFS2204 - Lucina Patient Simulator,MFS2204,Installed,Kaleida Health,FLEX-MFS,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-05-25,2026-05-24,True,42.8864163,-78.8781493,True
APP357 - Apollo Pre-Hospital Patient Simulator,APP357,Installed,The University of Tampa,FLEX-APH,Apollo Pre-Hospital,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2027-04-30,True,,,False
JUNO0395DS - Juno Complete,JUNO0395DS,,Sacramento City College,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2025-04-10,2026-04-09,True,38.5810606,-121.493895,True
JUNO0399DS - Juno Complete,JUNO0399DS,,Sacramento City College,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2025-04-10,2026-04-09,True,38.5810606,-121.493895,True
JUNO0301 - Juno Complete,JUNO0301,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,False
JUNO0292 - Juno Complete,JUNO0292,,University of Texas Health Science Center at San Antonio,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,False
MFS2159 - Lucina Patient Simulator,MFS2159,Installed,The University of Tampa,FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2022-05-01,2027-04-30,True,,,False
MFS2161 - Lucina Patient Simulator,MFS2161,Installed,The University of Tampa,FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2022-05-01,2027-04-30,True,,,False
VMDX1837 - Vimedix OB/GYN,VMDX1837,Installed,Cégep de Rimouski,FLEX-VimedixOB,Vimedix,Vimedix,1,Canada,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,,,False
MFS2165 - Lucina Patient Simulator,MFS2165,Installed,Idaho College of Osteopathic Medicine,FLEX-MFS,Lucina,Lucina,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-04-29,2026-04-28,True,43.6086295,-116.392326,True
APP0379 - Apollo Pre-Hospital Patient Simulator,APP0379,Installed,Idaho College of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-04-29,2026-04-28,True,43.6086295,-116.392326,True
APP0378 - Apollo Pre-Hospital Patient Simulator,APP0378,Installed,Idaho College of Osteopathic Medicine,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-04-29,2026-04-28,True,43.6086295,-116.392326,True
JUNO0396DS - Juno Complete,JUNO0396DS,,Northwest Florida State College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-05-01,2026-04-30,True,30.5168639,-86.482172,True
JUNO0402DS - Juno Complete,JUNO0402DS,,Wilson College - PA,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2024-01-30,2028-01-29,True,,,False
APN129 - Apollo Nursing Patient Simulator,APN129,Installed,Winthrop University,FLEX-APN,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,34.9248667,-81.0250784,True
MFS2190 - Lucina Patient Simulator,MFS2190,Installed,West Virginia University - Parkersburg,FLEX-MFS,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,39.2667309,-81.5620755,True
APN0130 - Apollo Nursing Patient Simulator,APN0130,Installed,Owensboro Health Regional Hospital,FLEX-APN,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-04-18,2026-04-17,True,37.7742152,-87.1133304,True
MFS2157 - Lucina Patient Simulator,MFS2157,Installed,Randolph Community College,FLEX-MFS,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-03-20,2026-03-19,True,35.7079146,-79.8136446,True
JUNO0341 - Juno Complete,JUNO0341,,Mount Aloysius College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,True
JUNO0351 - Juno Complete,JUNO0351,,Mount Aloysius College,JUN-300,Juno,Juno,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,True
JUNO0342 - Juno Complete,JUNO0342,,Raleigh County Schools,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-17,2026-04-16,True,,,False
MFS2155 - Lucina Patient Simulator,MFS2155,Installed,Mount Aloysius College,FLEX-MFS,Lucina,Lucina,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,True
APN122 - Apollo Nursing Patient Simulator,APN122,Installed,Mount Aloysius College,FLEX-APN,Apollo Nursing,Apollo,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,40.4597938,-78.5916837,True
JUNO0355 - Juno Complete,JUNO0355,,Sacramento City College,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2025-04-10,2026-04-09,True,38.5810606,-121.493895,True
JUNO0356 - Juno Complete,JUNO0356,,Sacramento City College,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2025-04-10,2026-04-09,True,38.5810606,-121.493895,True
APP358 - Apollo Pre-Hospital Patient Simulator,APP358,Installed,Southwestern Oklahoma State University,FLEX-APH,Apollo Pre-Hospital,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-04-09,2026-04-08,True,35.5261633,-98.7075744,True
APN128 - Apollo Nursing Patient Simulator,APN128,,Cégep de Lévis-Lauzon,FLEX-APN,Apollo Nursing,Apollo,1,Canada,Active Service Contract,Active Service Contract,2025-06-30,2026-06-29,True,,,False
VMDX1825 - Vimedix OB/GYN,VMDX1825,Installed,Midwestern University,FLEX-VimedixOB,Vimedix,Vimedix,1,Southwest,Active Service Contract,Active Service Contract,2025-10-21,2026-10-20,True,33.5386858,-112.185994,True
APP353 - Apollo Pre-Hospital Patient Simulator,APP353,Installed,University of Mississippi Medical Center,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-05-25,2026-05-24,True,32.2998686,-90.1830408,True
MFS2150 - Lucina Patient Simulator,MFS2150,Installed,University of Mississippi Medical Center,FLEX-MFS,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-05-25,2026-05-24,True,32.2998686,-90.1830408,True
MFS2148 - Lucina Patient Simulator,MFS2148,Installed,University of Calgary - Nursing,FLEX-MFS,Lucina,Lucina,1,Canada,Active Service Contract,Active Service Contract,2025-07-27,2026-07-26,True,,,False
JUNO0276 - Juno Complete,JUNO0276,,Immokalee Technical Center,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-03-24,2026-03-23,True,,,False
JUNO0318 - Juno Complete,JUNO0318,,Immokalee Technical Center,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-03-24,2026-03-23,True,,,False
JUNO0319 - Juno Complete,JUNO0319,,Immokalee Technical Center,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-03-24,2026-03-23,True,,,False
JUNO0320 - Juno Complete,JUNO0320,,Immokalee Technical Center,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-03-24,2026-03-23,True,,,False
JUNO0323 - Juno Complete,JUNO0323,,Immokalee Technical Center,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-03-24,2026-03-23,True,,,False
JUNO0324 - Juno Complete,JUNO0324,,Immokalee Technical Center,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-03-24,2026-03-23,True,,,False
JUNO0325 - Juno Complete,JUNO0325,,Mid-State Technical College,JUN-300,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2025-06-27,2026-06-26,True,44.3917589,-89.8228767,True
JUNO0326 - Juno Complete,JUNO0326,,Mid-State Technical College,JUN-300,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2025-06-27,2026-06-26,True,44.3917589,-89.8228767,True
APP329 - Apollo Pre-Hospital Patient Simulator,APP329,Installed,Northeast Alabama Community College,FLEX-APH,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,34.4942536,-85.8477494,True
MFS2139 - Lucina Patient Simulator,MFS2139,Installed,Northeast Alabama Community College,FLEX-MFS,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-04-30,2026-04-29,True,34.4942536,-85.8477494,True
MFS2131 - Lucina Patient Simulator,MFS2131,Installed,St. Lawrence College - Brockville Campus,FLEX-MFS,Lucina,Lucina,1,Canada,Active Service Contract,Active Service Contract,2026-01-14,2027-01-13,True,,,False
APN116 - Apollo Nursing Patient Simulator,APN116,Installed,West Texas A&M University,FLEX-APN,Apollo Nursing,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-06-12,2026-06-11,True,35.20729,-101.8371192,True
APN117 - Apollo Nursing Patient Simulator,APN117,Installed,Cégep de Rimouski,FLEX-APN,Apollo Nursing,Apollo,1,Canada,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,False
JUNO0270 - Juno Complete,JUNO0270,,Southside Technical Center,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-27,2026-02-26,True,,,False
JUNO0274 - Juno Complete,JUNO0274,,Southside Technical Center,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-27,2026-02-26,True,,,False
JUNO0245 - Juno Complete,JUNO0245,,The University of Alabama - Capstone School of Nursing,JUN-300,Juno,Juno,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-02-27,2026-02-26,True,,,False
JUNO0256 - Juno Complete,JUNO0256,,Stockton University School of Health Sciences,JUN-300,Juno,Juno,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-05-25,2026-05-24,True,40.3688911,-74.1561383,True
HPS925 - HPS Adult Anesthesia Patient Simulator,HPS925,Installed,Medical College of Wisconsin,FLEX-HPS10,HPS Adult,HPS Adult,1,Northern Plains,Active Service Contract,Active Service Contract,2025-03-15,2026-03-14,True,43.0386475,-87.9090751,True
APP322 - Apollo Pre-Hospital Patient Simulator,APP322,Installed,Southwestern College (CA),FLEX-APH,Apollo Pre-Hospital,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,32.7174202,-117.162772,True
MFS2121 - Lucina Patient Simulator,MFS2121,Installed,Cherokee Nation Claremore Outpatient & Emergency Healthcenter (fka Claremore Indian Hosp),FLEX-MFS,Lucina,Lucina,1,North Texas,Active Service Contract,Active Service Contract,2025-02-05,2026-02-04,True,36.3126005,-95.6160686,True
MFS2126 - Lucina Patient Simulator,MFS2126,Installed,University of North Carolina Chapel Hill- School of Nursing,FLEX-MFS,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-01,2026-03-31,True,,,False
